--------- beginning of /dev/log/main 
I/Icing   (26586): Indexing F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 from com.google.android.gms 
I/Icing   (26586): Indexing done F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 
I/WearableService(  643): Wearable Services stopping 
D/AndroidRuntime(31540):  
D/AndroidRuntime(31540): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime(31540): CheckJNI is OFF 
D/dalvikvm(31540): Using executionMode 2 
D/dalvikvm(31540): Trying to load lib libjavacore.so 0x0 
D/dalvikvm(31540): Added shared lib libjavacore.so 0x0 
D/dalvikvm(31540): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm(31540): Added shared lib libnativehelper.so 0x0 
D/dalvikvm(31540): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm(31540): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack(31540): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug(31540): failed to load memtrack module: -2 
D/AndroidRuntime(31540): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  346): Skipping deliver [background] BroadcastRecord{4b1b3978 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4ae49894 31540 (unknown name)/0/u-1 remote:4abc2cb8}: process crashing 
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540 
I/ActivityManager(  346): Start proc com.windyty.android for activity com.windyty.android/com.windyty.StartActivity: pid=31550 uid=10092 gids={50092, 3003} 
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10092, 1) failed with errno -13 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
I/dalvikvm(31550): Could not find method android.preference.DialogPreference.<init>, referenced from method com.windyty.gui.MyDialogPreference.<init> 
W/dalvikvm(31550): VFY: unable to resolve direct method 1270: Landroid/preference/DialogPreference;.<init> (Landroid/content/Context;)V 
D/dalvikvm(31550): VFY: replacing opcode 0x70 at 0x0000 
D/dalvikvm(31550): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm(31550): GC_CONCURRENT freed 227K, 9% free 2969K/3256K, paused 5ms+2ms, total 9ms 
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;0;%;<com.windyty.search.GeoipTask: boolean downloadData(java.lang.String)>;%;$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/node/geoip;%;false;%;Not found;%;private, no-cache, no-store, must-revalidate;%;-1;%;Not found;%;Not found
I/System.out(31550): body:<com.windyty.search.GeoipTask: boolean downloadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/minifest.js
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
V/RenderScript(31550): 0xb7c34630 Launching thread(s), CPUs 2
I/ActivityManager(  346): Displayed com.windyty.android/com.windyty.MainActivity: +608ms
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:125
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;1;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/minifest.js;%;false;%;Not found;%;max-age=60;%;Fri, 13 Apr 2018 19:03:46 GMT;%;Not found;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/dalvikvm(31550): GC_CONCURRENT freed 445K, 10% free 4843K/5348K, paused 1ms+0ms, total 4ms
W/ContextImpl(  346): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1123 com.android.server.InputMethodManagerService.hideCurrentInputLocked:1880 com.android.server.InputMethodManagerService.windowGainedFocus:1968 com.android.internal.view.IInputMethodManager$Stub.onTransact:221 com.android.server.InputMethodManagerService.onTransact:818 
D/dalvikvm(26586): GC_CONCURRENT freed 1701K, 46% free 7674K/14068K, paused 1ms+1ms, total 11ms
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:specialinvoke $r5.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>###specialinvoke $r5.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/node/reverse/33.786003/-118.298004/en
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:$r8 = virtualinvoke $r5.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("Accept-Language", "cs")	timediff:0
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void connect()>()	timediff:11
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:1
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/ActivityManager(  346): START u0 {act=com.android.systemui.recent.action.TOGGLE_RECENTS flg=0x10800000 cmp=com.android.systemui/.recent.RecentsActivity (has extras)} from pid 531
D/dalvikvm(  346): GC_CONCURRENT freed 6884K, 54% free 11594K/24712K, paused 1ms+3ms, total 21ms
D/dalvikvm(  346): WAIT_FOR_CONCURRENT_GC blocked 19ms
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:173
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;2;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/2018/04/14/06/wind-surface.jpg?reftime=2018041312;%;false;%;22643;%;max-age=18000;%;Not found;%;5782;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/ActivityManager(  346): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 31550
W/PhoneFallbackEventHandler(31550): No activity found for android.intent.action.CALL_BUTTON.
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:$i0 = virtualinvoke $r9.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:289
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;3;%;<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>;%;$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/node/reverse/33.786003/-118.298004/en;%;false;%;Not found;%;private, no-cache, no-store, must-revalidate;%;-1;%;Not found;%;Not found
I/System.out(31550): body:<com.windyty.search.GeoReverseTask: boolean downloadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void disconnect()>()	timediff:0
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:specialinvoke $r5.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>###specialinvoke $r5.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/node/7days/33.786003/-118.298004/oiurouoweruouoiuou
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:$r8 = virtualinvoke $r5.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("Cache-Control", "max-age=1800, max-stale=1800")	timediff:0
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:virtualinvoke $r9.<java.net.HttpURLConnection: void setRequestProperty(java.lang.String,java.lang.String)>("Accept-Language", $r7)	timediff:0
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=-0.0)
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540
D/dalvikvm(31550): GC_CONCURRENT freed 525K, 11% free 4883K/5468K, paused 2ms+1ms, total 6ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5375933, downTime=5375933, deviceId=-1, source=0x101 }
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=-0.0)
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5375960, downTime=5375960, deviceId=-1, source=0x101 }
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$i1 = virtualinvoke $r5.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:186
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>	sig:$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:isDoOutput = virtualinvoke urlConnection.<java.net.URLConnection: boolean getDoOutput()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): body:<empirical.HelperClass: java.lang.String getHeaderField(java.net.URLConnection,java.lang.String)>	sig:data = virtualinvoke conn.<java.net.URLConnection: java.lang.String getHeaderField(java.lang.String)>(field)	timediff:0
I/System.out(31550): URLConn;%;4;%;<cz.seznam.net.NativeHttpClient: byte[] readLine(long)>;%;$r6 = virtualinvoke $r5.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>();%;https://www.windytv.com/gfs/2018/04/14/06/wind-surface.jpg?reftime=2018041312;%;false;%;22643;%;max-age=18000;%;Not found;%;5782;%;Not found
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: int getResponseCode()>	sig:$i0 = virtualinvoke $r2.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:0
D/CAndroidHttpClient(31550): ctor()
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)	timediff:0
I/System.out(31550): <cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>###specialinvoke $r4.<java.net.URL: void <init>(java.lang.String)>($r1)###https://www.windytv.com/gfs/2018/04/14/06/j1/0/3/wind-surface.jpg?1312
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:$r5 = virtualinvoke $r4.<java.net.URL: java.net.URLConnection openConnection()>()	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setConnectTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setReadTimeout(int)>($i0)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setInstanceFollowRedirects(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>($r1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void setDoInput(boolean)>(1)	timediff:0
I/System.out(31550): body:<cz.seznam.net.NativeHttpClient: boolean open(int,java.lang.String)>	sig:virtualinvoke $r6.<java.net.HttpURLConnection: void addRequestProperty(java.lang.String,java.lang.String)>($r1, $r11)	timediff:0
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:$i0 = virtualinvoke $r9.<java.net.HttpURLConnection: int getResponseCode()>()	timediff:139
I/System.out(31550): body:<com.windyty.dayforecast.DayForecastTask: boolean loadData(java.lang.String)>	sig:$r10 = virtualinvoke $r9.<java.net.HttpURLConnection: java.io.InputStream getInputStream()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:$r0 = virtualinvoke urlConnection.<java.net.URLConnection: java.net.URL getURL()>()	timediff:0
I/System.out(31550): body:<empirical.HelperClass: void printURLInfo(java.lang.String,java.lang.String,java.net.URLConnection)>	sig:urlString = virtualinvoke $r0.<java.net.URL: java.lang.String toString()>()	timediff:0
