--------- beginning of /dev/log/main
I/Icing   (  746): Indexing 9EBFE84EABD9270B25A97439CA522B4FC49A4875 from com.google.android.gms
I/Icing   (  746): Indexing done 9EBFE84EABD9270B25A97439CA522B4FC49A4875
D/AndroidRuntime(18928): 
D/AndroidRuntime(18928): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
D/AndroidRuntime(18928): CheckJNI is OFF
D/dalvikvm(18928): Using executionMode 2
D/dalvikvm(18928): Trying to load lib libjavacore.so 0x0
D/dalvikvm(18928): Added shared lib libjavacore.so 0x0
D/dalvikvm(18928): Trying to load lib libnativehelper.so 0x0
D/dalvikvm(18928): Added shared lib libnativehelper.so 0x0
D/dalvikvm(18928): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init
D/dalvikvm(18928): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods
E/memtrack(18928): Couldn't load memtrack module (No such file or directory)
E/android.os.Debug(18928): failed to load memtrack module: -2
D/AndroidRuntime(18928): Calling main entry com.android.commands.monkey.Monkey
--------- beginning of /dev/log/system
W/BroadcastQueue(  470): Skipping deliver [background] BroadcastRecord{4b018b94 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4b08806c 18928 (unknown name)/0/u-1 remote:4aab7928}: process crashing
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
W/NetworkManagementSocketTagger(  470): setKernelCountSet(10076, 1) failed with errno -13
I/ActivityManager(  470): Start proc ipnossoft.rma.free for activity ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree: pid=18938 uid=10076 gids={50076, 3003, 1028, 1015, 1023}
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 556
I/dalvikvm(18938): ignoring registerObject request in thread=1
I/dalvikvm(18938): ignoring registerObject request in thread=1
W/ResourceType(  470): Skipping entry 0x7f05000e in package table 0 because it is not complex!
W/ResourceType(  470): Skipping entry 0x7f05000f in package table 0 because it is not complex!
D/dalvikvm(18938): JIT code cache reset in 0 ms (0 bytes 1/0)
D/dalvikvm(18938): GC_FOR_ALLOC freed 74K, 5% free 2912K/3048K, paused 5ms, total 5ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 4.367MB for 1536012-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 4% free 4412K/4552K, paused 10ms, total 10ms
D/dalvikvm(18938): GC_CONCURRENT freed 8K, 3% free 4420K/4552K, paused 2ms+1ms, total 8ms
V/WebViewChromium(18938): Binding Chromium to the main looper Looper (main, tid 1) {4a7acdf0}
I/chromium(18938): [INFO:library_loader_hooks.cc(112)] Chromium logging enabled: level = 0, default verbosity = 0
I/BrowserProcessMain(18938): Initializing chromium process, renderers=0
W/chromium(18938): [WARNING:proxy_service.cc(888)] PAC support disabled because there is no system implementation
D/libEGL  (18938): loaded /system/lib/egl/libEGL_adreno.so
D/        (18938): HostConnection::get() New Host Connection established 0xb8e5dc40, tid 18938
D/libEGL  (18938): loaded /system/lib/egl/libGLESv1_CM_adreno.so
D/libEGL  (18938): loaded /system/lib/egl/libGLESv2_adreno.so
D/dalvikvm(18938): GC_FOR_ALLOC freed 202K, 6% free 4598K/4864K, paused 3ms, total 3ms
I/dalvikvm-heap(18938): Grow heap (frag case) to 5.155MB for 635808-byte allocation
D/dalvikvm(18938): GC_FOR_ALLOC freed <1K, 5% free 5219K/5488K, paused 3ms, total 5ms
D/dalvikvm(18938): GC_CONCURRENT freed <1K, 5% free 5218K/5488K, paused 1ms+0ms, total 3ms
D/MoPub   (18938): Failed to retrieve GPS location: access appears to be disabled.
D/RelaxMelodiesActivity(18938): Creating IAB helper.
D/RelaxMelodiesActivity(18938): Starting setup.
D/dalvikvm(18938): GC_FOR_ALLOC freed 104K, 3% free 5488K/5656K, paused 4ms, total 4ms
D/dalvikvm(18938): GC_CONCURRENT freed 11K, 3% free 6236K/6372K, paused 2ms+0ms, total 4ms
W/Finsky  (  920): [45] com.google.android.finsky.billing.iab.ab.b(48): ipnossoft.rma.free: No account found.
W/FlurryAgent(18938): Start session with context: ipnossoft.rma.SoundManager@4a9680e8 count:0
W/EGL_emulation(18938): eglSurfaceAttrib not implemented 3093 12436
D/OpenGLRenderer(18938): Enabling debug mode 0
E/InputEventReceiver(18938): Exception dispatching input event.
E/MessageQueue-JNI(18938): Exception in MessageQueue callback: handleReceiveCallback
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556367, downTime=2556367, deviceId=-1, source=0x101 }
W/ViewRootImpl(18938): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2556716, downTime=2556716, deviceId=-1, source=0x101 }
E/MessageQueue-JNI(18938): java.lang.IndexOutOfBoundsException: Invalid index 0, size is 0
E/MessageQueue-JNI(18938): 	at java.util.ArrayList.throwIndexOutOfBoundsException(ArrayList.java:255)
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558461, downTime=2558461, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558463, downTime=2558463, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MEDIA_PAUSE, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558466, downTime=2558466, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558468, downTime=2558468, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_CALL, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2558470, downTime=2558470, deviceId=-1, source=0x101 }
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
D/dalvikvm(18980): GC_CONCURRENT freed 1343K, 9% free 14416K/15824K, paused 1ms+0ms, total 7ms
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aba00f4 attribute=android.view.inputmethod.EditorInfo@4ab9cc1c, token = android.os.BinderProxy@4ab8a7fc
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4abf31f4 attribute=null, token = android.os.BinderProxy@4ab8a7fc
E/AudioSink(  168): received unknown event type: 1 inside CallbackWrapper !
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=0.0 v=4500.0)
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
D/SizeAdaptiveLayout(  556): com.android.internal.widget.SizeAdaptiveLayout{4ac7a338 V.E..... ......I. 0,0-0,0 #7f07004f app:id/adaptive}child view android.widget.FrameLayout{4aca69e8 G.E..... ......ID 0,0-0,0 #10202d6 android:id/status_bar_latest_event_content} measured out of bounds at 95px clamped to 96px
D/SizeAdaptiveLayout(  556): com.android.internal.widget.SizeAdaptiveLayout{4a867320 V.E..... ........ 0,0-720,384 #7f07004f app:id/adaptive}child view android.widget.FrameLayout{4aabe31c G.E..... ......ID 0,0-0,0 #10202d6 android:id/status_bar_latest_event_content} measured out of bounds at 95px clamped to 96px
W/WindowManager(  470): updateFocusedWindowLocked, focusedAppToken is null.
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559356, downTime=2559356, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559361, downTime=2559361, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_TV, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559362, downTime=2559362, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559363, downTime=2559363, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559364, downTime=2559364, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559365, downTime=2559365, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559366, downTime=2559366, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MEDIA_RECORD, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559371, downTime=2559371, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559373, downTime=2559373, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559374, downTime=2559374, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559375, downTime=2559375, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559378, downTime=2559378, deviceId=-1, source=0x101 }
W/EGL_emulation(  556): eglSurfaceAttrib not implemented 3093 12436
D/SizeAdaptiveLayout(  556): com.android.internal.widget.SizeAdaptiveLayout{4ac7a338 V.E..... ......I. 0,0-0,0 #7f07004f app:id/adaptive}child view android.widget.FrameLayout{4aca69e8 G.E..... ......ID 0,0-0,0 #10202d6 android:id/status_bar_latest_event_content} measured out of bounds at 95px clamped to 96px
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559451, downTime=2559451, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559451, downTime=2559451, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=ipnossoft.rma.free/ipnossoft.rma.RelaxMelodiesActivityFree} from pid 18928
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559456, downTime=2559456, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_SLASH, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559457, downTime=2559457, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559459, downTime=2559459, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559461, downTime=2559461, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559462, downTime=2559462, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559463, downTime=2559463, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559465, downTime=2559465, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559466, downTime=2559466, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
I/WearableService(  668): Wearable Services stopping
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559471, downTime=2559471, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BUTTON_A, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559474, downTime=2559474, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559474, downTime=2559474, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559481, downTime=2559481, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559518, downTime=2559518, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559519, downTime=2559519, deviceId=-1, source=0x101 }
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
V/PanelView(  556): animationTick called with dtms=0; nothing to do (h=54.0 v=-3000.0)
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559521, downTime=2559521, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559522, downTime=2559522, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559523, downTime=2559523, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MEDIA_EJECT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559524, downTime=2559524, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_CALL, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559526, downTime=2559526, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_SETTINGS, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559526, downTime=2559526, deviceId=-1, source=0x101 }
W/ViewRootImpl(  556): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559548, downTime=2559548, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559551, downTime=2559551, deviceId=-1, source=0x101 }
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559592, downTime=2559592, deviceId=-1, source=0x101 }
I/ActivityManager(  470): START u0 {act=android.intent.action.QUICK_CLOCK flg=0x14000000 cmp=com.android.settings/.Settings$DateTimeSettingsActivity} from pid 556
W/EGL_emulation(  556): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559729, downTime=2559729, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559732, downTime=2559732, deviceId=-1, source=0x101 }
I/chromium(18980): [INFO:CONSOLE(46)] "Uncaught TypeError: Object tradedesk01 has no method 'endsWith'", source: https://choices.truste.com/ca?pid=tradedesk01&aid=tradedesk01&cid=at7neu6_qnr9ek7_p1dtqxex&c=tradedesk01cont1&js=pmw0&w=320&h=50&sid=ev9-FM60pzWefkMAiM77ugE-aNy2u3kzAYRYrOVH6CA-Zp6O31Q31QFrftSeI8GO2DOR0qqM9uDlOZwsQbGY9NdZseEMbm2MJALWxAXPLQW2LrfHY_mjz2cl7BKbJtkV (46)
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4ac5ddfc attribute=android.view.inputmethod.EditorInfo@4aa78038, token = android.os.BinderProxy@4ab8a7fc
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2559822, downTime=2559822, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/FlurryAgent(18980): Event count started: navigation_upgrade
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aa63940 attribute=android.view.inputmethod.EditorInfo@4aa6228c, token = android.os.BinderProxy@4ab8a7fc
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
E/MediaPlayer(18980): Should have subtitle controller already set
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aa9f000 attribute=null, token = android.os.BinderProxy@4ab8a7fc
I/ActivityManager(  470): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 470
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560201, downTime=2560201, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560214, downTime=2560214, deviceId=-1, source=0x101 }
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560215, downTime=2560215, deviceId=-1, source=0x101 }
D/dalvikvm(  556): GC_FOR_ALLOC freed 952K, 48% free 10451K/19764K, paused 6ms, total 6ms
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560225, downTime=2560225, deviceId=-1, source=0x101 }
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/InputEventReceiver(18980): Attempted to finish an input event but the input event receiver has already been disposed.
W/ViewRootImpl(18980): Dropping event due to root view being removed: MotionEvent { action=ACTION_MOVE, id[0]=0, x[0]=1.0, y[0]=4.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=2560329, downTime=-1, deviceId=0, source=0x10004 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
D/dalvikvm(18980): GC_FOR_ALLOC freed 4034K, 24% free 13002K/17100K, paused 7ms, total 8ms
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aa0a528 attribute=android.view.inputmethod.EditorInfo@4aa0a704, token = android.os.BinderProxy@4ab8a7fc
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aa5aa78 attribute=android.view.inputmethod.EditorInfo@4aa04748, token = android.os.BinderProxy@4ab8a7fc
I/InputDispatcher(  470): Dropped event because of pending overdue app switch.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/ViewRootImpl(18980): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=2560761, downTime=2560761, deviceId=-1, source=0x101 }
W/EGL_emulation(18980): eglSurfaceAttrib not implemented 3093 12436
W/InputMethodManagerService(  470): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aaa38f4 attribute=android.view.inputmethod.EditorInfo@4a9fe3ac, token = android.os.BinderProxy@4ab8a7fc
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputManager(  470): Input event injection from pid 18928 failed.
W/InputManager(  470): Input event injection from pid 18928 failed.
